"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1918-11","1918","11","9.2","","2.0","","5.6","","18.9","","-7.8","","29.5","","7.4","","36.8","","","",,"",,""
"1918-12","1918","12","2.9","","-3.6","","-0.4","","10.6","","-10.0","","43.2","","38.1","","81.3","","","",,"",,""
"1919-01","1919","01","2.6","","-5.6","","-1.5","","8.3","","-17.2","S","15.5","","10.9","","26.4","","","",,"",,""
"1919-02","1919","02","1.7","","-5.8","","-2.1","","11.7","","-12.2","S","35.8","","12.7","","48.5","","","",,"",,""
"1919-03","1919","03","5.6","","-3.6","","1.0","","13.3","","-13.9","","64.0","","17.3","","81.3","","","",,"",,""
"1919-04","1919","04","10.5","","1.3","","5.9","","17.2","","-12.2","","67.1","","6.6","","73.7","","","",,"",,""
"1919-05","1919","05","18.2","","7.7","","13.0","","33.3","","3.9","S","130.8","","0.0","","130.8","","","",,"",,""
"1919-06","1919","06","28.6","","16.3","","22.5","","34.4","S","8.3","","69.1","","0.0","","69.1","","","",,"",,""
"1919-07","1919","07","29.4","","16.4","","22.9","","36.7","","11.1","","81.3","","0.0","","81.3","","","",,"",,""
"1919-08","1919","08","25.4","","14.5","","20.0","","33.3","","8.9","S","55.1","","0.0","","55.1","","","",,"",,""
"1919-09","1919","09","23.3","","11.7","","17.5","","35.0","","3.9","S","48.5","","0.0","","48.5","","","",,"",,""
"1919-10","1919","10","16.4","","7.0","","11.7","","26.7","S","0.0","","75.7","","0.0","","75.7","","","",,"",,""
"1919-11","1919","11","7.3","","-0.4","","3.5","","17.8","","-8.9","","40.4","","1.0","","41.4","","","",,"",,""
"1919-12","1919","12","-1.1","","-9.2","","-5.2","","9.4","","-21.7","S","1.0","","24.4","","25.4","","","",,"",,""
"1920-01","1920","01","-5.9","","-15.2","","-10.6","","2.8","","-27.8","","0.0","","61.5","","61.5","","","",,"",,""
"1920-02","1920","02","-2.2","","-10.9","","-6.6","","7.8","","-22.8","","0.3","","39.9","","40.1","","","",,"",,""
"1920-03","1920","03","6.2","","-4.2","","1.0","","18.9","","-18.3","","43.7","","15.0","","58.7","","","",,"",,""
"1920-04","1920","04","8.7","","0.4","","4.6","","15.6","","-7.8","","67.8","","15.0","","82.8","","","",,"",,""
"1920-05","1920","05","18.5","","6.4","","12.5","","28.3","","-0.6","","9.9","","0.0","","9.9","","","",,"",,""
"1920-06","1920","06","24.5","","13.1","","18.8","","33.9","","7.8","S","73.7","","0.0","","73.7","","","",,"",,""
"1920-07","1920","07","24.9","","13.4","","19.2","","30.6","","6.7","","92.5","","0.0","","92.5","","","",,"",,""
"1920-08","1920","08","26.5","","15.6","","21.1","","31.7","","8.9","S","25.7","","0.0","","25.7","","","",,"",,""
"1920-09","1920","09","23.8","","11.6","","17.7","","30.6","","2.8","","50.8","","0.0","","50.8","","","",,"",,""
"1920-10","1920","10","18.0","","7.5","","12.8","","27.2","","0.6","S","92.7","","0.8","","93.5","","","",,"",,""
"1920-11","1920","11","5.6","","-0.3","","2.7","","16.7","","-6.7","S","66.5","","27.7","","94.2","","","",,"",,""
"1920-12","1920","12","2.6","","-3.1","","-0.3","","10.6","","-12.2","","48.0","","29.2","","77.2","","","",,"",,""
"1921-01","1921","01","1.9","","-6.5","","-2.3","","11.7","","-20.6","","6.9","","10.2","","17.0","","","",,"",,""
"1921-02","1921","02","1.9","","-5.8","","-2.0","","11.7","","-13.9","","4.8","","29.5","","34.3","","","",,"",,""
"1921-03","1921","03","8.4","","-1.1","","3.7","","21.1","","-13.9","","51.1","","2.5","","53.6","","","",,"",,""
"1921-04","1921","04","14.6","","4.6","","9.6","","23.9","","-3.3","S","115.6","","9.1","","124.7","","","",,"",,""
"1921-05","1921","05","20.1","","9.0","","14.6","","30.6","S","0.6","","48.0","","0.0","","48.0","","","",,"",,""
"1921-06","1921","06","26.7","","14.0","","20.4","","32.8","","7.2","S","54.6","","0.0","","54.6","","","",,"",,""
"1921-07","1921","07","31.2","","19.8","","25.5","","36.7","","15.0","","67.6","","0.0","","67.6","","","",,"",,""
"1921-08","1921","08","25.8","","14.3","","20.1","","32.8","","8.3","","52.6","","0.0","","52.6","","","",,"",,""
"1921-09","1921","09","26.1","","13.7","","19.9","","33.3","","6.1","","32.3","","0.0","","32.3","","","",,"",,""
"1921-10","1921","10","14.9","","5.5","","10.2","","22.2","","0.6","","113.3","","0.0","","113.3","","","",,"",,""
"1921-11","1921","11","5.6","","-0.8","","2.4","","16.7","","-6.1","","17.8","","19.1","","36.8","","","",,"",,""
"1921-12","1921","12","1.9","","-5.9","","-2.0","","11.1","","-17.8","","43.9","","17.3","","61.2","","","",,"",,""
"1922-01","1922","01","-1.0","","-8.6","","-4.8","","7.8","","-18.3","","12.2","","22.9","","35.1","","","",,"",,""
"1922-02","1922","02","1.1","","-7.2","","-3.1","","8.9","","-21.7","","43.2","","31.8","","74.9","","","",,"",,""
"1922-03","1922","03","5.5","","-2.9","","1.3","","14.4","","-10.6","","52.1","","29.5","","81.5","","","",,"",,""
"1922-04","1922","04","12.8","","2.2","","7.5","","25.6","","-3.9","","91.4","","0.5","","91.9","","","",,"",,""
"1922-05","1922","05","21.4","","9.4","","15.4","","26.7","","1.7","","37.1","","0.0","","37.1","","","",,"",,""
"1922-06","1922","06","25.1","","13.5","","19.3","","32.8","","7.2","S","125.0","","0.0","","125.0","","","",,"",,""
"1922-07","1922","07","26.7","","15.1","","20.9","","30.6","S","10.0","","75.4","","0.0","","75.4","","","",,"",,""
"1922-08","1922","08","26.7","","14.4","","20.6","","33.9","","8.9","","37.3","","0.0","","37.3","","","",,"",,""
"1922-09","1922","09","23.2","","11.9","","17.6","","33.9","","1.7","","75.9","","0.0","","75.9","","","",,"",,""
"1922-10","1922","10","14.7","","5.1","","9.9","","28.3","","-3.9","S","24.4","","0.0","T","24.4","","","",,"",,""
"1922-11","1922","11","8.2","","1.6","","4.9","","16.1","","-6.1","","24.1","","13.5","","37.6","","","",,"",,""
"1922-12","1922","12","1.7","","-5.6","","-2.0","","15.6","","-14.4","","14.0","","30.0","","43.9","","","",,"",,""
"1923-01","1923","01","-1.2","","-10.1","","-5.7","","6.1","","-24.4","","7.9","","72.4","","80.3","","","",,"",,""
"1923-02","1923","02","-2.9","","-11.7","","-7.3","","6.1","","-20.6","","0.3","","26.7","","26.9","","","",,"",,""
"1923-03","1923","03","2.0","","-7.4","","-2.7","","10.6","S","-16.1","","26.7","","52.1","","78.7","","","",,"",,""
"1923-04","1923","04","10.6","","1.0","","5.8","","27.2","","-15.0","","52.6","","6.4","","58.9","","","",,"",,""
"1923-05","1923","05","16.7","","5.2","","11.0","","28.3","","-2.8","","90.4","","3.8","","94.2","","","",,"",,""
"1923-06","1923","06","25.0","","13.4","","19.2","","35.6","","6.7","","107.7","","0.0","","107.7","","","",,"",,""
"1923-07","1923","07","26.1","","15.1","","20.6","","33.3","","10.6","","43.7","","0.0","","43.7","","","",,"",,""
"1923-08","1923","08","24.7","","12.9","","18.8","","32.2","","6.1","","90.9","","0.0","","90.9","","","",,"",,""
"1923-09","1923","09","20.8","","11.1","","16.0","","29.4","","2.8","","67.8","","0.0","","67.8","","","",,"",,""
"1923-10","1923","10","13.9","","4.8","","9.4","","20.6","","0.0","S","41.9","","0.3","","42.2","","","",,"",,""
"1923-11","1923","11","7.3","","0.5","","3.9","","14.4","","-5.6","","78.7","","5.1","","83.8","","","",,"",,""
"1923-12","1923","12","5.2","","-0.6","","2.3","","11.7","S","-7.8","","62.7","","14.0","","76.7","","","",,"",,""
"1924-01","1924","01","-0.7","","-8.8","","-4.8","","6.1","S","-21.1","","59.7","","64.5","","124.2","","","",,"",,""
"1924-02","1924","02","-2.4","","-10.6","","-6.5","","3.9","","-18.9","","0.8","","82.3","","83.1","","","",,"",,""
"1924-03","1924","03","2.9","","-3.3","","-0.2","","10.6","","-12.2","","13.0","","6.9","","19.8","","","",,"",,""
"1924-04","1924","04","10.6","","1.4","","6.0","","18.9","S","-7.2","","55.9","","8.9","","64.8","","","",,"",,""
"1924-05","1924","05","14.8","","5.3","","10.1","","21.1","","-1.1","","112.3","","0.0","T","112.3","","","",,"",,""
"1924-06","1924","06","22.8","","11.5","","17.2","","27.8","","3.9","","44.2","","0.0","","44.2","","","",,"",,""
"1924-07","1924","07","25.4","","13.8","","19.6","","31.1","S","8.9","S","106.2","","0.0","","106.2","","","",,"",,""
"1924-08","1924","08","25.1","","13.7","","19.4","","32.2","","8.9","","99.8","","0.0","","99.8","","","",,"",,""
"1924-09","1924","09","18.6","","9.2","","13.9","","27.2","","3.3","","107.4","","0.0","","107.4","","","",,"",,""
"1924-10","1924","10","15.9","","4.7","","10.3","","22.2","","-0.6","","15.7","","0.0","","15.7","","","",,"",,""
"1924-11","1924","11","7.9","","-0.1","","3.9","","20.0","","-10.6","","21.3","","2.8","","24.1","","","",,"",,""
"1924-12","1924","12","-1.0","","-7.9","","-4.5","","11.7","","-18.9","","30.2","","29.2","","59.4","","","",,"",,""
"1925-01","1925","01","-2.1","","-10.9","","-6.5","","4.4","","-23.9","","0.0","T","50.8","","50.8","","","",,"",,""
"1925-02","1925","02","1.0","","-6.1","","-2.6","","10.0","","-16.7","S","67.1","","24.4","","91.4","","","",,"",,""
"1925-03","1925","03","5.6","","-2.3","","1.7","","16.7","","-17.2","","54.1","","18.5","","72.6","","","",,"",,""
"1925-04","1925","04","12.4","","2.3","","7.4","","26.1","","-3.9","","30.2","","4.1","","34.3","","","",,"",,""
"1925-05","1925","05","15.9","","5.0","","10.5","","27.2","","-1.1","","31.0","","0.0","T","31.0","","","",,"",,""
"1925-06","1925","06","25.1","","13.5","","19.3","","35.0","","5.6","","53.3","","0.0","","53.3","","","",,"",,""
"1925-07","1925","07","25.0","","14.5","","19.8","","31.1","S","7.8","","99.3","","0.0","","99.3","","","",,"",,""
"1925-08","1925","08","26.3","","14.6","","20.5","","31.1","S","8.9","S","52.8","","0.0","","52.8","","","",,"",,""
"1925-09","1925","09","20.6","","12.4","","16.5","","30.0","","2.2","","97.3","","0.0","","97.3","","","",,"",,""
"1925-10","1925","10","9.6","","1.9","","5.8","","18.3","","-4.4","","56.1","","10.7","","66.8","","","",,"",,""
"1925-11","1925","11","6.3","","0.0","","3.2","","13.3","","-9.4","","92.2","","4.3","","96.5","","","",,"",,""
"1925-12","1925","12","-0.2","","-5.9","","-3.1","","8.9","","-25.6","","9.1","","20.1","","29.2","","","",,"",,""
"1926-01","1926","01","-0.7","","-7.4","","-4.1","","7.8","","-20.6","","13.2","","47.8","","61.0","","","",,"",,""
"1926-02","1926","02","-2.3","","-9.9","","-6.1","","4.4","S","-17.2","","24.9","","46.7","","71.6","","","",,"",,""
"1926-03","1926","03","0.1","","-6.6","","-3.3","","8.9","","-18.3","","51.8","","21.8","","73.7","","","",,"",,""
"1926-04","1926","04","7.4","","-1.4","","3.0","","22.2","","-8.9","","61.7","","11.7","","73.4","","","",,"",,""
"1926-05","1926","05","17.2","","5.9","","11.6","","26.7","S","-1.7","","32.8","","0.0","T","32.8","","","",,"",,""
"1926-06","1926","06","21.2","","9.6","","15.4","","28.3","","3.3","","88.1","","0.0","","88.1","","","",,"",,""
"1926-07","1926","07","25.4","","14.3","","19.9","","32.8","","7.8","","45.0","","0.0","","45.0","","","",,"",,""
"1926-08","1926","08","24.7","","15.9","","20.3","","30.0","","10.0","","155.4","","0.0","","155.4","","","",,"",,""
"1926-09","1926","09","19.4","","10.7","","15.1","","26.7","S","2.2","","145.3","","0.0","","145.3","","","",,"",,""
"1926-10","1926","10","12.4","","4.4","","8.4","","26.1","","-1.1","","81.3","","0.3","","81.5","","","",,"",,""
"1926-11","1926","11","6.3","","-0.2","","3.1","","17.2","","-9.4","","95.5","","1.8","","97.3","","","",,"",,""
"1926-12","1926","12","-1.1","","-7.9","","-4.5","","6.1","","-19.4","","8.9","","27.7","","36.6","","","",,"",,""
"1927-01","1927","01","-2.2","","-9.7","","-6.0","","6.7","","-27.2","","12.4","","27.4","","39.9","","","",,"",,""
"1927-02","1927","02","0.5","","-6.0","","-2.8","","8.3","","-13.3","","9.1","","42.7","","51.8","","","",,"",,""
"1927-03","1927","03","5.4","","-1.8","","1.8","","15.0","","-12.2","","44.7","","12.7","","57.4","","","",,"",,""
"1927-04","1927","04","11.3","","1.4","","6.4","","23.3","S","-3.9","","23.1","","3.0","","26.2","","","",,"",,""
"1927-05","1927","05","15.9","","7.1","","11.5","","32.2","","1.7","","81.5","","0.0","","81.5","","","",,"",,""
"1927-06","1927","06","22.4","","10.5","","16.5","","35.0","","3.9","","64.0","","0.0","","64.0","","","",,"",,""
"1927-07","1927","07","25.7","","15.2","","20.5","","32.8","","8.3","","149.1","","0.0","","149.1","","","",,"",,""
"1927-08","1927","08","23.7","","12.7","","18.2","","29.4","","8.9","","37.3","","0.0","","37.3","","","",,"",,""
"1927-09","1927","09","22.8","","12.1","","17.5","","31.1","","3.9","","28.2","","0.0","","28.2","","","",,"",,""
"1927-10","1927","10","16.2","","7.1","","11.7","","25.0","","1.7","S","55.6","","0.0","","55.6","","","",,"",,""
"1927-11","1927","11","8.7","","1.3","","5.0","","20.6","","-5.6","","105.2","","10.2","","115.3","","","",,"",,""
"1927-12","1927","12","1.7","","-4.8","","-1.6","","12.2","","-13.3","","66.8","","7.6","","74.4","","","",,"",,""
"1928-01","1928","01","-0.6","","-6.9","","-3.8","","6.7","S","-17.2","","34.8","","23.4","","58.2","","","",,"",,""
"1928-02","1928","02","-0.6","","-8.1","","-4.4","","6.1","","-20.0","","34.5","","8.4","","42.9","","","",,"",,""
"1928-03","1928","03","3.2","","-4.7","","-0.8","","21.7","","-12.8","","26.7","","29.5","","56.1","","","",,"",,""
"1928-04","1928","04","10.0","","0.8","","5.4","","22.2","","-5.0","","48.3","","17.3","","65.5","","","",,"",,""
"1928-05","1928","05","17.8","","6.8","","12.3","","27.8","","0.6","","18.3","","0.0","","18.3","","","",,"",,""
"1928-06","1928","06","21.4","","11.3","","16.4","","27.2","","3.9","","100.8","","0.0","","100.8","","","",,"",,""
"1928-07","1928","07","26.4","","15.8","","21.1","","32.2","","11.1","S","143.3","","0.0","","143.3","","","",,"",,""
"1928-08","1928","08","26.8","","16.1","","21.5","","32.2","","11.1","S","126.7","","0.0","","126.7","","","",,"",,""
"1928-09","1928","09","19.2","","9.3","","14.3","","26.7","S","0.6","","72.4","","0.0","","72.4","","","",,"",,""
"1928-10","1928","10","14.9","","6.0","","10.5","","28.9","","-5.0","","74.7","","0.0","T","74.7","","","",,"",,""
"1928-11","1928","11","7.4","","1.2","","4.3","","18.3","","-8.9","","105.9","","2.3","","108.2","","","",,"",,""
"1928-12","1928","12","3.1","","-2.1","","0.5","","8.3","","-10.6","","26.4","","4.3","","30.7","","","",,"",,""
"1929-01","1929","01","-1.4","","-8.5","","-5.0","","7.2","S","-18.3","","102.1","","36.6","","138.7","","","",,"",,""
"1929-02","1929","02","-2.1","","-9.1","","-5.6","","6.1","","-19.4","","4.1","","33.8","","37.8","","","",,"",,""
"1929-03","1929","03","6.9","","-1.5","","2.7","","18.3","","-15.6","","81.8","","8.1","","89.9","","","",,"",,""
"1929-04","1929","04","12.1","","3.1","","7.6","","23.3","","-6.1","","154.4","","0.3","","154.7","","","",,"",,""
"1929-05","1929","05","16.8","","6.6","","11.7","","32.8","","0.6","S","95.5","","0.3","","95.8","","","",,"",,""
"1929-06","1929","06","23.5","","11.9","","17.7","","33.3","","2.8","S","36.8","","0.0","","36.8","","","",,"",,""
"1929-07","1929","07","26.6","","14.2","","20.4","","32.8","S","7.8","","112.5","","0.0","","112.5","","","",,"",,""
"1929-08","1929","08","24.2","","12.9","","18.6","","31.1","","9.4","","49.3","","0.0","","49.3","","","",,"",,""
"1929-09","1929","09","21.7","","11.9","","16.8","","34.4","","2.8","","19.8","","0.0","","19.8","","","",,"",,""
"1929-10","1929","10","13.3","","5.1","","9.2","","22.2","","-2.2","","62.0","","0.0","","62.0","","","",,"",,""
"1929-11","1929","11","6.3","","0.2","","3.3","","16.1","","-14.4","","81.5","","2.8","","84.3","","","",,"",,""
"1929-12","1929","12","-0.6","","-6.8","","-3.7","","5.0","S","-14.4","S","1.8","","56.4","","58.2","","","",,"",,""
"1930-01","1930","01","-1.7","","-8.6","","-5.2","","8.3","S","-20.0","","51.3","","33.3","","84.6","","","",,"",,""
"1930-02","1930","02","1.2","","-6.9","","-2.9","","12.8","","-21.1","","29.2","","28.7","","57.9","","","",,"",,""
"1930-03","1930","03","2.9","","-4.0","","-0.6","","10.6","","-9.4","S","54.6","","26.7","","81.3","","","",,"",,""
"1930-04","1930","04","10.6","","1.5","","6.1","","21.7","","-3.9","S","30.2","","1.0","","31.2","","","",,"",,""
"1930-05","1930","05","19.6","","8.7","","14.2","","30.6","","1.7","","70.4","","0.0","","70.4","","","",,"",,""
"1930-06","1930","06","25.0","","13.8","","19.4","","32.8","","7.8","","61.7","","0.0","","61.7","","","",,"",,""
"1930-07","1930","07","27.2","","15.1","","21.2","","33.3","","10.0","S","78.7","","0.0","","78.7","","","",,"",,""
"1930-08","1930","08","26.5","","14.8","","20.7","","35.0","","7.8","","22.6","","0.0","","22.6","","","",,"",,""
"1930-09","1930","09","22.6","","12.1","","17.4","","30.6","","3.9","","71.9","","0.0","","71.9","","","",,"",,""
"1930-10","1930","10","13.5","","5.4","","9.5","","23.9","","-2.8","","47.0","","0.5","","47.5","","","",,"",,""
"1930-11","1930","11","8.2","","1.7","","5.0","","16.1","S","-10.6","","15.0","","2.3","","17.3","","","",,"",,""
"1930-12","1930","12","1.0","","-4.6","","-1.8","","7.2","","-17.2","","13.2","","16.3","","29.5","","","",,"",,""
"1931-01","1931","01","-0.2","","-7.7","","-4.0","","7.2","","-17.8","S","9.4","","57.2","","66.5","","","",,"",,""
"1931-02","1931","02","0.7","","-6.6","","-3.0","","6.1","","-17.8","","4.6","","24.1","","28.7","","","",,"",,""
"1931-03","1931","03","3.8","","-2.2","","0.8","","8.9","S","-7.2","","27.7","","43.9","","71.6","","","",,"",,""
"1931-04","1931","04","11.9","","2.3","","7.1","","25.6","","-2.2","","39.1","","9.1","","48.3","","","",,"",,""
"1931-05","1931","05","18.9","","7.7","","13.3","","28.9","S","-1.1","","48.0","","0.0","","48.0","","","",,"",,""
"1931-06","1931","06","24.3","","13.4","","18.9","","32.8","","6.1","","54.9","","0.0","","54.9","","","",,"",,""
"1931-07","1931","07","28.1","","18.1","","23.1","","36.7","","12.2","","78.7","","0.0","","78.7","","","",,"",,""
"1931-08","1931","08","25.8","","15.8","","20.8","","33.3","","7.8","","53.3","","0.0","","53.3","","","",,"",,""
"1931-09","1931","09","24.2","","13.6","","18.9","","35.6","","5.6","","55.4","","0.0","","55.4","","","",,"",,""
"1931-10","1931","10","16.2","","7.3","","11.8","","25.0","S","1.1","","50.5","","0.0","","50.5","","","",,"",,""
"1931-11","1931","11","11.1","","4.3","","7.7","","18.9","","-2.2","","60.5","","1.5","","62.0","","","",,"",,""
"1931-12","1931","12","3.8","","-2.3","","0.8","","10.6","S","-11.7","","60.2","","16.0","","76.2","","","",,"",,""
"1932-01","1932","01","4.4","","-0.7","","1.9","","13.3","S","-10.6","","135.1","","38.6","","173.7","","","",,"",,""
"1932-02","1932","02","2.2","","-4.8","","-1.3","","10.6","","-12.8","","36.1","","34.0","","70.1","","","",,"",,""
"1932-03","1932","03","1.6","","-4.7","","-1.6","","14.4","","-15.0","","3.8","","37.1","","40.9","","","",,"",,""
"1932-04","1932","04","9.1","","0.8","","5.0","","24.4","","-6.7","","44.5","","22.1","","66.5","","","",,"",,""
"1932-05","1932","05","17.9","","7.9","","12.9","","28.3","","0.0","","81.0","","0.0","","81.0","","","",,"",,""
"1932-06","1932","06","24.3","","14.0","","19.2","","28.3","","6.7","S","25.4","","0.0","","25.4","","","",,"",,""
"1932-07","1932","07","24.6","","15.1","","19.9","","30.6","","10.0","S","90.4","","0.0","","90.4","","","",,"",,""
"1932-08","1932","08","26.3","","15.6","","21.0","","35.0","","10.6","","105.9","","0.0","","105.9","","","",,"",,""
"1932-09","1932","09","21.5","","11.9","","16.7","","30.6","","3.3","","77.2","","0.0","","77.2","","","",,"",,""
"1932-10","1932","10","14.7","","6.8","","10.8","","22.8","","0.6","S","54.4","","0.8","","55.1","","","",,"",,""
"1932-11","1932","11","5.6","","-1.4","","2.1","","15.0","","-13.3","","73.9","","19.8","","93.7","","","",,"",,""
"1932-12","1932","12","2.7","","-4.4","","-0.9","","13.9","","-16.7","","52.1","","8.4","","60.5","","","",,"",,""
"1933-01","1933","01","4.4","","-2.6","","0.9","","12.8","","-15.0","","35.8","","5.3","","41.1","","","",,"",,""
"1933-02","1933","02","0.2","","-6.7","","-3.3","","7.8","","-21.1","","25.1","","16.0","","41.1","","","",,"",,""
"1933-03","1933","03","2.6","","-2.9","","-0.2","","10.0","","-12.8","","31.0","","13.0","","43.9","","","",,"",,""
"1933-04","1933","04","11.4","","3.1","","7.3","","21.7","","-2.8","","62.7","","2.0","","64.8","","","",,"",,""
"1933-05","1933","05","19.3","","9.0","","14.2","","28.3","","2.2","","28.4","","0.0","","28.4","","","",,"",,""
"1933-06","1933","06","25.7","","13.8","","19.8","","33.3","","6.1","S","46.7","","0.0","","46.7","","","",,"",,""
"1933-07","1933","07","28.8","","16.7","","22.8","","36.7","","12.2","","38.9","","0.0","","38.9","","","",,"",,""
"1933-08","1933","08","26.1","","15.3","","20.7","","34.4","","11.7","S","61.2","","0.0","","61.2","","","",,"",,""
"1933-09","1933","09","22.1","","12.1","","17.1","","32.2","","3.9","","34.3","","0.0","","34.3","","","",,"",,""
"1933-10","1933","10","13.0","","4.7","","8.9","","20.6","","-5.6","","57.4","","0.0","T","57.4","","","",,"",,""
"1933-11","1933","11","3.9","","-4.2","","-0.2","","16.1","","-13.9","S","36.3","","37.3","","73.7","","","",,"",,""
"1933-12","1933","12","-0.3","","-8.3","","-4.3","","10.0","","-30.0","","27.7","","46.2","","73.9","","","",,"",,""
"1934-01","1934","01","0.3","","-7.2","","-3.5","","6.1","","-22.8","","25.9","","12.7","","38.6","","","",,"",,""
"1934-02","1934","02","-7.4","","-16.7","","-12.1","","1.1","","-29.4","","0.0","","23.6","","23.6","","","",,"",,""
"1934-03","1934","03","1.5","","-5.9","","-2.2","","11.7","","-17.2","","40.4","","27.4","","67.8","","","",,"",,""
"1934-04","1934","04","10.0","","1.2","","5.6","","21.7","","-2.8","","61.5","","4.8","","66.3","","","",,"",,""
"1934-05","1934","05","20.8","","7.8","","14.3","","30.0","","1.1","S","11.9","","0.0","","11.9","","","",,"",,""
"1934-06","1934","06","26.1","","13.8","","20.0","","34.4","","9.4","","69.9","","0.0","","69.9","","","",,"",,""
"1934-07","1934","07","27.6","","16.4","","22.0","","33.9","","12.2","S","40.1","","0.0","","40.1","","","",,"",,""
"1934-08","1934","08","24.2","","13.1","","18.7","","31.7","","7.2","S","25.7","","0.0","","25.7","","","",,"",,""
"1934-09","1934","09","20.9","","13.5","","17.2","","25.6","S","6.7","","107.7","","0.0","","107.7","","","",,"",,""
"1934-10","1934","10","13.3","","5.2","","9.3","","22.8","","-2.2","","33.3","","0.5","","33.8","","","",,"",,""
"1934-11","1934","11","8.7","","2.6","","5.7","","17.2","","-3.9","S","78.7","","0.0","T","78.7","","","",,"",,""
"1934-12","1934","12","-0.1","","-7.1","","-3.6","","7.2","S","-17.8","S","22.9","","40.1","","63.0","","","",,"",,""
"1935-01","1935","01","-2.1","","-10.4","","-6.3","","7.8","","-23.9","S","46.5","","30.5","","77.0","","","",,"",,""
"1935-02","1935","02","-1.8","","-8.9","","-5.4","","8.9","","-20.6","","21.8","","38.9","","60.7","","","",,"",,""
"1935-03","1935","03","6.2","","-2.3","","2.0","","20.0","","-12.2","","25.9","","5.8","","31.8","","","",,"",,""
"1935-04","1935","04","10.5","","2.5","","6.5","","20.0","S","-3.9","","18.5","","5.6","","24.1","","","",,"",,""
"1935-05","1935","05","16.2","","6.1","","11.2","","26.1","","0.0","","43.2","","0.0","T","43.2","","","",,"",,""
"1935-06","1935","06","22.6","","12.7","","17.7","","28.3","","5.6","","86.9","","0.0","","86.9","","","",,"",,""
"1935-07","1935","07","28.3","","18.3","","23.3","","33.9","","13.9","S","91.2","","0.0","","91.2","","","",,"",,""
"1935-08","1935","08","26.1","","16.0","","21.1","","31.7","S","7.8","","11.4","","0.0","","11.4","","","",,"",,""
"1935-09","1935","09","19.8","","9.9","","14.9","","27.8","","0.6","","81.3","","0.0","","81.3","","","",,"",,""
"1935-10","1935","10","15.1","","5.2","","10.2","","26.1","","-2.8","","39.9","","0.0","T","39.9","","","",,"",,""
"1935-11","1935","11","7.2","","1.6","","4.4","","17.8","","-9.4","","79.5","","1.3","","80.8","","","",,"",,""
"1935-12","1935","12","-2.3","","-8.1","","-5.2","","6.7","","-21.1","","15.2","","37.3","","52.6","","","",,"",,""
"1936-01","1936","01","-2.3","","-8.3","","-5.3","","5.0","S","-18.9","","24.1","","30.2","","54.4","","","",,"",,""
"1936-02","1936","02","-4.0","","-12.1","","-8.1","","8.3","","-19.4","S","17.3","","49.0","","66.3","","","",,"",,""
"1936-03","1936","03","4.8","","-2.1","","1.4","","16.1","","-14.4","","50.5","","52.8","","103.4","","","",,"",,""
"1936-04","1936","04","7.7","","0.8","","4.3","","17.8","","-4.4","S","71.6","","4.6","","76.2","","","",,"",,""
"1936-05","1936","05","21.2","","8.5","","14.9","","32.2","","0.0","","18.3","","0.0","","18.3","","","",,"",,""
"1936-06","1936","06","23.9","","12.7","","18.3","","30.6","","8.9","","73.9","","0.0","","73.9","","","",,"",,""
"1936-07","1936","07","28.9","","16.8","","22.9","","40.6","S","11.1","S","19.6","","0.0","","19.6","","","",,"",,""
"1936-08","1936","08","26.1","","15.0","","20.6","","36.1","","10.0","","44.5","","0.0","","44.5","","","",,"",,""
"1936-09","1936","09","22.0","","12.1","","17.1","","30.6","","2.8","S","73.7","","0.0","","73.7","","","",,"",,""
"1936-10","1936","10","13.8","","5.1","","9.5","","22.8","","-6.1","","61.5","","0.8","","62.2","","","",,"",,""
"1936-11","1936","11","5.2","","-2.5","","1.4","","17.8","","-16.1","","20.8","","12.2","","33.0","","","",,"",,""
"1936-12","1936","12","3.3","","-3.8","","-0.3","","11.7","","-15.0","","66.0","","19.6","","85.6","","","",,"",,""
"1937-01","1937","01","3.0","","-3.9","","-0.5","","11.7","","-11.7","","125.2","","6.4","","131.6","","","",,"",,""
"1937-02","1937","02","1.0","","-5.4","","-2.2","","10.0","","-15.0","","48.3","","7.9","","56.1","","","",,"",,""
"1937-03","1937","03","1.5","","-5.3","","-1.9","","7.2","","-12.8","","14.5","","23.1","","37.6","","","",,"",,""
"1937-04","1937","04","9.8","","2.7","","6.3","","18.3","","-1.7","S","101.9","","0.3","","102.1","","","",,"",,""
